id,label,highest_similarity
0ksvPMyIrURmzqQ,,0
0kxJa46rln4tMmU,RACLETTE,0.47058823529411764
0miIEZOsGJWZ6yP,,0
0muvOiMwkq8YkGB,,0
0n1S45696JAmZoS,,0
0nHfMACdKvxFHIP,COMTÉ,0.6153846153846154
0nNgGZ0WVisYCP3,,0
0oO9UMvAqnNftmA,,0
0oaxiPeayTOoE1t,CHEDDAR,0.6153846153846154
0pgTLEPZjEox8QL,,0
0pi7ln1qpkMOPXW,,0
0qP1OqI7m7wgGRs,BEAUFORT,1.0
0qbtSXlRy9E6gb2,EPOISSES,1.0
0qgRwOHfJxJEdh1,MORBIER,0.375
0qmyTZECstVSxXV,GRUYÈRE,0.7777777777777778
0qsxWpz5OIXk9jJ,MUNSTER,1.0
0r9uvg6xK8r3rIl,BRIE DE MELUN,0.19047619047619047
0s0fjV04EtYyAGd,,0
0sR8cGoTNmnVDPk,RACLETTE,1.0
0sYYo0rW3AUYLcm,FROMAGE FRAIS,0.41379310344827586
0t0NFsF72neEA6g,,0
0thEfiJ9TTgYwgM,MIMOLETTE,1.0
0u4j8afX0vZIKDh,,0
0uCRKV1rN7QCvpT,MAROILLES,1.0
0uDclCdQMhbKZ5u,FROMAGE FRAIS,0.7878787878787878
0ujYh2dbnltSDlg,,0
0vP65bB81emIHoq,,0
0vPkyBnSeax9QAQ,,0
0wG3GBCGstjnoXc,FROMAGE FRAIS,0.64
0x0xcKIwKoRcKuA,,0
0xbLihAG3B5i0pB,,0
0y4XBywXeDjGFBB,STILTON,0.5
0ygj0nQMBT3pDgA,MAROILLES,0.5333333333333333
10RXJgSzuIvKTVH,,0
10jPGSjavPSQ2lb,,0
10ktYcPkR1zMvbk,,0
11B7XGsn2CJq6M3,MUNSTER,0.5333333333333333
11FrvJMWaoOlQib,GRUYÈRE,0.8235294117647058
11fNQaw6PWf3poI,,0
11xReEBgscb4hpz,,0
11yMrrBAHh7n5fc,PECORINO,0.5
122WkSiFYTJsTzc,FROMAGE FRAIS,0.6428571428571429
12W9tRFyh33jrjg,,0
12hTLd2PamAqTeZ,,0
12txwQEMUATBeKB,FROMAGE FRAIS,0.5714285714285714
13h5JhjrIH8wO9X,,0
14svOwFFMImQ3DO,,0
14tqwAHxKggAKR4,,0
16MjA1AOcFYrXEF,,0
16P1Apbp7oiRDh5,,0
16okN7NxvCzaPfw,,0
18KrQ3FnaTERhWf,EMMENTAL,0.5714285714285714
18UWnTj6W0hZoMm,,0
18at0nnc6XH64Qv,,0
19HTQPLsax1U164,,0
1BM9QVHMkakmfe6,,0
1CMHtNVPtqYLSFt,MONT D’OR,0.8235294117647058
1DQgkL6AiWTSR7G,,0
1Ek4mzaKBSDbLfP,FROMAGE FRAIS,0.5789473684210527
1FDnwmeVnvyjlme,CHÈVRE,1.0
1FmnhcR9N5mThf6,,0
1Fr0IO3wckO8pRn,MONT D’OR,0.8888888888888888
1Fv6fMisFwQh3jf,,0
1GjnlwFRUP9UdQj,,0
1HWgfu9mJ77Lv8m,FROMAGE FRAIS,0.36363636363636365
1HnwGetfq7dZPDF,,0
1HvtDLP88nZAIaI,,0
1I9Vs4HH0aM4PQP,,0
1ICbOIrHxv6MMlP,,0
1IFJ01Dji9B5E3s,,0
1IKCEkcRODkEk6T,EMMENTAL,1.0
1JcOIBnSj1dqJ39,,0
1Jvdi0zm2cIte8E,,0
1KdnRRdwkyJFJxI,,0
1KgOhlyPF7qcblZ,,0
1NoHXZX4EAp0bSs,,0
1NxsMV6ku9twkJW,FROMAGE FRAIS,0.5
1PxFJUk2gmMD6jR,,0
1QezoSfpFZ2mhGM,MORBIER,0.46153846153846156
1SNDbEKn3ydKWSX,,0
1UHrFZ9MLTaciIV,TÊTE DE MOINES,0.9629629629629629
1VnFxkOOSHNl7Ex,VACHERIN,0.9333333333333333
1Vtqgm3HOAsCOab,STILTON,0.8235294117647058
1X3YiVuPqdZWsrE,,0
1XHpVAgcOTfARuQ,MOTHAIS,0.5454545454545454
1XWsDzhGCRydNO4,VACHERIN,0.4
1Ye0pFeD1AhVkYC,EPOISSES,0.9333333333333333
1Z1eRm8muJy8LIy,,0
1ZitmurJw4LgLKb,,0
1ah0uOb3cKULnsB,,0
1als8dCU1kPtG09,CABECOU,0.4
1bZWsAabOgfwbnR,,0
1bz7N4htEaw8y3O,CAMEMBERT,0.4444444444444444
1cS9OqcmQZtI4e1,STILTON,1.0
1eQIVpIVDJWemOY,PECORINO,0.5714285714285714
1efbratlx1faNqy,,0
1fhFi4Q40ze2Pwr,MOZZARELLA,1.0
1fivFjfizZmpwH2,MONT D’OR,0.8235294117647058
1hGRKESdOt6ctKO,EPOISSES,1.0
1i4IfWXEfOhabpY,GRUYÈRE,0.7058823529411765
1ise9I6Z0L8r29a,,0
1iz02dRVI7YxViI,EPOISSES,1.0
1joecdlCcoYGing,,0
1kFVSg7BU0upqbP,TOMME DE VACHE,0.6363636363636364
1lLk8uZ8DILAhBz,,0
1lMOFieZuOzDvEp,,0
1li6CvHMpK7qzQi,CHÈVRE,1.0
1mNr8WkfpCZgnm1,,0
1mskoVfkzITJEIZ,MUNSTER,0.5882352941176471
1n6iTs527Aln1mr,SAINT- FÉLICIEN,0.8461538461538461
1narKnQtsoPcxf0,,0
1nvxvIRsbkD7YUN,MORBIER,0.5185185185185185
1oxkEWXunTtjSwB,,0
1pALJ69xSp0OHCo,,0
1pZ9HS09L8HVx9D,,0
1qQC20zWXzDgq1T,,0
1qZ3I6F5GstJDTP,,0
1qjMMNNXMlRpJX9,CABECOU,0.375
1rBNtnBRSr8yXpN,TÊTE DE MOINES,0.7272727272727273
1rqXJrmz5ipCeJI,COMTÉ,0.6153846153846154
1tGx7fuhTf5UeNl,GRUYÈRE,0.5454545454545454
1tJpeDhSZ4ADQ4o,,0
1tohmQBxJqHtNS0,,0
1uLqJnts9PAhTwK,PARMESAN,1.0
1uZbUgrSTImKnMm,,0
1uePg9OO4AIyXFA,MONT D’OR,0.8888888888888888
1v4l1ogdJOGGZrW,,0
1vYoWwn3Y7i2eav,,0
1wcMyesoel7Abbq,COMTÉ,0.6
1xp8SJZqHwbI8o7,MIMOLETTE,1.0
1y4vrgEUnTHEk42,MAROILLES,0.6
1yiXuQkdm4a41gP,,0
1yue8xlnSgAdREl,,0
1yvZ6dGt6qcH6eE,,0
1z8al5wLWI65g9z,STILTON,0.1951219512195122
206fMohM3u1brxu,CABECOU,0.26666666666666666
21ErvWn0ogiiJ5n,,0
21snUWXntINz2lW,,0
21znRKwNPow9Hjj,,0
234bWVRg38R96a3,COMTÉ,0.6153846153846154
23ggHS3Wv7sJNSl,,0
23zZfMY16mw92DM,COMTÉ,0.6153846153846154
24YquWGiPAUtXSJ,MAROILLES,0.75
24qYHlagd5cT1Hd,MONT D’OR,0.8888888888888888
25NSw7Gm94WZxgL,,0
25TbJrdCCV1PoD9,,0
2609YjKn5srIMzM,NEUFCHATEL,0.9
26AYOA8v6sfEjcb,,0
27JN0fICsbIhntz,,0
27cnmlcLbkA7W7h,,0
27sCbBpnjtDTxgc,FROMAGE FRAIS,0.7878787878787878
27vz7DuSNNR2hvE,TOMME DE VACHE,0.6451612903225806
2825l1C8JWu5dxI,MUNSTER,0.5333333333333333
28Vzzqapy5zsKTF,MOZZARELLA,0.7407407407407407
28YIqNHS6c5i4fR,,0
28qYlyn6ttTMniK,FETA,1.0
291LkayXkWqLAWj,,0
29AsuftdBOdALJN,PECORINO,1.0
29PW6x4KImpBx6e,,0
29VCO79L2WeXfeG,,0
29VUjH8YiYjR3H5,,0
2AdyY0OK5XyzKqj,CHABICHOU,1.0
2AjJKjEjTabgk8t,CABECOU,0.7142857142857143
2BIl1OltCnAZrYt,,0
2CHhRsxA85J5bDl,,0
2CVE0HcGtolCSj0,,0
2DAAl94vsLqNSSm,ROQUEFORT,1.0
2ERu1Yb9sjXHumI,,0
2EagHPCgokTdGGJ,MUNSTER,0.47058823529411764
2G2NYz23Twb3bab,PARMESAN,1.0
2GOIlgcU8eAtoWC,,0
2GPcSPjFQQmlAA0,FETA,1.0
2H12JeQXBEgbqS1,VACHERIN,0.631578947368421
2IdGZqEAGCxl1wl,,0
2J7VOzUe4cfGx9i,FROMAGE FRAIS,0.41379310344827586
2JDYLcZVmOaFdmS,,0
2KBOjrnDYEeXsbK,FROMAGE FRAIS,0.25
2Kv73TjV4UDiffA,FROMAGE FRAIS,0.5714285714285714
2MMEIk8lO8NWoEy,MUNSTER,0.5333333333333333
2MzqDYZGNL9cDUx,,0
2N8fJgAHQFAwGDN,MUNSTER,0.47058823529411764
2OB31hkzFYFLOE0,,0
2OVala2pYUmdlaR,,0
2P1yFvngjVm6P9k,,0
2P5KAgY4GczvERJ,,0
2RTepT81DzWasCX,BRIE DE MELUN,0.5555555555555556
2RU7FeUUdpB0eqM,PARMESAN,0.5
2RjqMWBZKLHfYtx,FROMAGE FRAIS,0.5806451612903226
2RwKTkNjMgDnGVO,EPOISSES,1.0
2SWxUzDzMY0KeER,FROMAGE FRAIS,0.7272727272727273
2SyizMW88ngeyQh,,0
2T9hRhD6MzXfOCv,,0
2THSVrVMo8XPtsZ,OSSAU- IRATY,0.9565217391304348
2VLhjNRw957aQD7,SAINT-NECTAIRE,0.42424242424242425
2VQDEnMfbI4b3JA,,0
2VjLYDaViMWLpu6,,0
2Vt8u90cV3PUvGI,,0
2XYsU6ivF5QEdW5,,0
2Xjn5hX1nxjyKcw,FROMAGE FRAIS,0.5
2YLOiYCJvS39Ec4,,0
2YToj2IOERIYEO0,,0
2Yd6gtpU2xfB7pb,,0
2YhKFuMMwNLpkpi,,0
2ai2y9z8zGJWMEa,,0
2b6QSUdgf4O3BJV,REBLOCHON,1.0
2bOYjAD7FO90Zg6,,0
2bSDKGmLs2iCyWk,CAMEMBERT,0.75
2cUFSbeDiPxVYeX,,0
2ce6pcU1SKIVMQk,FROMAGE FRAIS,1.0
2eRvAdALfFoHuFA,CHABICHOU,0.8
2eqgXoUf4kHgESx,BRIE DE MELUN,0.8
2fLPCaeFIOdw4z6,SAINT-NECTAIRE,0.8888888888888888
2gIBs16rNdAhy0F,,0
2gsJqNTxwtvsGIp,,0
2guHQysSFwKJD9S,,0
2gxHz0kQutuIb8Z,,0
2hMueQG685vcn6z,MONT D’OR,0.8888888888888888
2i2nEh6U6VQES78,OSSAU- IRATY,0.7368421052631579
2iSXlywHcHMcjmD,REBLOCHON,0.8235294117647058
2jLjilS6kW4ZeGi,NEUFCHATEL,1.0
2jg3OSKHmc3W1zJ,MOTHAIS,0.43478260869565216
2k7WpgeJz0pQG48,,0
2kQYK1qsnIL0oYh,,0
2mNymAx3IWa90aw,FETA,1.0
2n2r6yiUGJ6x2aC,RACLETTE,0.6153846153846154
2n5o5nM7oGSD0N7,,0
2oPSFDFtpnPHZux,,0
2psryRgprJx4JBG,,0
2qplUbh1ntrDrbK,,0
2r5OuXXO8K4CMmC,,0
2rmuoX4iBkY4Xsw,,0
2sARcEt00Yp7tNk,,0
2sQZHHAH2D8npVX,PECORINO,1.0
2sdR36zWV0nSR9B,,0
2sjOnV85XSAWyAy,,0
2skLMKaTxDJO2Is,,0
2t314ddU44B9Oy0,,0
2tEjF4OI7iRJSSN,EPOISSES,1.0
2uxGWRhRe5CE3MR,,0
2vU5LEIPOwiErx9,,0
2x6bhwQE504feF0,,0
2yUleYIGHgPJOmX,FROMAGE FRAIS,0.6956521739130435
2zMbKq1aZ0ZYijZ,,0
2zPk21chEWYTg0Z,,0
2zfXSfn7xYsWdfe,TOMME DE VACHE,0.5116279069767442
31R7VZKZvZv9mJY,,0
31ZK93iQ40aS3sX,,0
32PDGwADY3chl6d,EPOISSES,1.0
32RQaHL1nckUdyL,,0
33SjdsYBJPnRQLi,,0
33vs5D86DLtqIsb,,0
34LmEcaXdO8tn2Z,COMTÉ,0.6153846153846154
34qtz3bRQ1WLyk1,,0
36Odry7GSpEUfN5,,0
36ufKtkt1JkuTtJ,EPOISSES,1.0
36xDSriH1ORc05e,,0
382a4c2AuN0zupX,,0
38HV6ns5vyJrhOI,,0
38oPbGFtwHrymX1,,0
399iwAi5JPfO31q,,0
39irNBxj83llF1Z,CABECOU,0.7058823529411765
3AjyxTnggALjOO6,TÊTE DE MOINES,0.8888888888888888
3CKFoJhsR0qDSof,,0
3CKrJaK6Tsb0g80,,0
3Cr1O3KT13GbjXu,,0
3DAfxqp15tAwpGX,,0
3DbjM1juuvTLxdI,FOURME D’AMBERT,0.9333333333333333
3DijN8BuT05CQRW,,0
3EPtARBgPqOKeQR,EPOISSES,1.0
3Ek3WSE1uf4i6QX,,0
3F5erRi6Fz7op1S,,0
3G4mhM4r43uAgD0,REBLOCHON,1.0
3GB7ZSXXxV7r8Sb,MUNSTER,1.0
3GCezPJxTfcNjYC,MAROILLES,1.0
3I49qDLMKyaVwF8,MUNSTER,1.0
3I5lyZ32mWxGqG3,,0
3ISZKkj3vqMJB0R,TÊTE DE MOINES,0.6666666666666666
3JjQ9fVowiTl4ap,TÊTE DE MOINES,0.8888888888888888
3LIuTNEYdZHo0sL,TOMME DE VACHE,0.3125
3LjmNoeBlTj6hxz,,0
3Lup9yn2oy11xzh,,0
3MBykk4TeTABSga,,0
3MrPNhMuIOYjXeT,RACLETTE,0.6
3NrQIIAhTmozFBQ,,0
3P1O4p3h2HOBTfo,OSSAU- IRATY,0.9565217391304348
3PBojBsBg4Judru,,0
3PFVrngKVZvI9LN,EPOISSES,0.875
3PPhRzkhmh8pTiG,,0
3RWS75TyMIjZ0G3,FETA,1.0
3RbcItMo6COlRfW,,0
3SCz3Ka58qjlB1F,CABECOU,1.0
3TkRdWVNqXPKBls,TÊTE DE MOINES,0.2727272727272727
3TvVikPp0hb2Mv4,EPOISSES,1.0
3U8qkWyMR5Qebvu,VACHERIN,0.7692307692307693
3Wef5INimzaFQxv,CHÈVRE,0.6666666666666666
3WgoOGj3BU2JNAG,TÊTE DE MOINES,0.9629629629629629
3WxqV2KhYw8XqTG,FROMAGE FRAIS,0.5806451612903226
3X7xCuOYw2oA0ih,,0
3XJ1O2IU8QvMJYO,,0
3XWNCGQRs0o57vq,,0
3YB9aUq80cjgwYt,,0
3YNamhTAZECqZPl,,0
3ZvQuJ8QDvrbAx0,,0
3ZxhxLrKoFZvjVn,,0
3aZYD7xos7oRdPv,,0
3almo9RHBgCLsT3,,0
3bhQqYlpCgy21nt,,0
3btjgc6MsluWWzn,PECORINO,0.5882352941176471
3c1I4LN5d218YCk,,0
3cuxTkmXI9a2ww6,,0
3dFjfIwGAaQcx4q,,0
3dVYSU0qKRE9KnC,FROMAGE FRAIS,0.32432432432432434
3eJeGphzDYBi171,,0
3ewyxLDuozvK2pv,MIMOLETTE,1.0
3fP49H5qRyPdrH6,,0
3fvQtJLBqCpGTbd,,0
3h6ZP0fmC4C7RE9,TÊTE DE MOINES,0.45161290322580644
3hXILBQfL2gHRyp,EMMENTAL,0.8571428571428571
3k0uBepOgdGYCzA,,0
3kX62Z4E6Z6A5zj,,0
3ki08YpMysknyvq,SAINT- FÉLICIEN,0.9285714285714286
3krxBjYsWK2btyF,,0
3l4KDDviaDplnWL,,0
3mwGF7kmHOuMrEO,,0
3nDOZk1Qr9p8gOP,SAINT- FÉLICIEN,0.9655172413793104
3nUx6AoDD9DuO2l,FROMAGE FRAIS,0.7
3oy38UmYyrwthOv,,0
3pRnCUd6YCwPIQH,,0
3qdW2cxwB5mpETh,,0
3rGwUEdP5BBpLEQ,,0
3rWFN9H2dB4wIHA,,0
3s2IxUQr1fuABxW,FROMAGE FRAIS,0.5
3s7DZwsMv90zfV2,RACLETTE,0.625
3seKgf5QkdoJXNc,,0
3sv2HgHkED4ZRDT,CHÈVRE,1.0
3sxIYdY3BZ2R9UG,,0
3tA288mPKQicdK9,,0
3tzsxEecmrs9oPg,FROMAGE FRAIS,0.6666666666666666
3vNRonQ1VV5BM3s,FROMAGE FRAIS,0.7857142857142857
3vdVwzNxubX2AA0,VACHERIN,0.8235294117647058
3wqrGqMBvaWx62Y,,0
3x4ExBv9WjV1YVo,BRIE DE MELUN,0.9230769230769231
3x7mDHkIaIlzwGR,,0
3xud4ft5uGBFVli,BEAUFORT,1.0
3zaOggsiiGET0vL,,0
40kTAbUEWZZzL9U,,0
41ffdGxAv05YGit,BÛCHETTE DE CHÈVRE,0.8888888888888888
41iOBlAzFVFFiou,,0
44RRMYCjLlagqzk,,0
44nG3hznEKjQo87,,0
44oiZe0rwkFgSOW,STILTON,0.5
451YRWO2tn3xttl,MONT D’OR,0.8888888888888888
45o1mT2uWDvmGbu,,0
45sxwIXeEK0LTFV,,0
463mwnKR0V9tc0U,FOURME D’AMBERT,0.7368421052631579
46ETMgnbVM294VF,,0
46RmZaR99pbLmlK,,0
47OceYImB0JijP6,,0
48xFzXcdh8VC3dI,,0
49C7ryAmnLxfSQL,CABECOU,0.36363636363636365
49K5CPRfm8HNx7E,,0
49NMjxtVXerOPUM,,0
49wpSCe99wXQqCk,,0
4ANYqbYd1B1MDn1,,0
4Atkfk9OxkqlSLP,,0
4BPxMmes9Jgow4c,,0
4Bo3lXgUnuW0B1F,,0
4C6vWTc2UtJvtth,,0
4COIg6UB8EXplpH,,0
4DOSXJxaSkXJHUI,NEUFCHATEL,1.0
4EXg99RR3KCbfwf,,0
4EyBSAgqDPH1AkH,TÊTE DE MOINES,0.6363636363636364
4FpD4Qs9TxpJu2N,,0
4FxsqqrwpcbZALd,,0
4GX4hJH3mFSz6B1,ROQUEFORT,1.0
4ITLt0GDFvQRQCO,,0
4Iptqb4xa9VEa2P,TÊTE DE MOINES,0.9629629629629629
4J9WlIPVgd24MqU,,0
4JJaTfs5SEDIL5y,,0
4JSWLX0A1Q1Lmkb,,0
4JfR9abO2K3Y0fV,,0
4L43s6kl7pkCYAk,SAINT- FÉLICIEN,0.8461538461538461
4La2FyiknfoaCqp,,0
4MhiNVJn2NKAmkh,REBLOCHON,1.0
4Nbgn8cD1cFUBo3,,0
4NkpiXgf9cRNNqG,,0
4O7umFYU9FJqkPv,MOZZARELLA,1.0
4PQOUdPtxJic0rR,,0
4PVHFlTGcvN3WVf,,0
4QxRm70Ex4o0URT,MOTHAIS,1.0
4RCUl6vxoCSdilu,,0
4RWQQCoOHAJmrl7,FROMAGE FRAIS,1.0
4S21i70g9rvaipD,,0
4ShBpEXAK3Wk0rc,,0
4SnfcnxnJexAEAm,,0
4SyYdnC4W6MoPWs,,0
4TApys7cpnqxziK,TOMME DE VACHE,0.5185185185185185
4TToFHL620gC57Q,,0
4UIKyJ6xo694Hmq,,0
4WQjZ7sj4WjoAZZ,,0
4WiZTLer0yahg3F,,0
4WrGrxCP3R4fs19,,0
4XXEqaVYO3OQK44,,0
4XvwnzBuX7bmyj5,NEUFCHATEL,0.9
4XwMmrhKFT3CK1m,,0
4ZJxa77Gg7iNiTU,,0
4ZlcAfyeL9keXTP,,0
4Zlfigm56RNLequ,CHEDDAR,0.47619047619047616
4ZpvFt2QcMMNJZU,,0
4aFGQ1hEkT0TkI0,GRUYÈRE,0.8571428571428571
4bMwqvtpFFu2Ou7,FETA,1.0
4cH2FVhezbZW2WO,,0
4ceV6WPmRHfCuVt,,0
4dJUyutDUnGPi18,,0
4dY55ZnipMR33aN,STILTON,0.4
4eXQqWOIuRzZSUL,MIMOLETTE,1.0
4fks5x7GDokP9yK,MUNSTER,0.5333333333333333
4hk4Lg9HLPtwzKI,,0
4iHivWPyfDmCouY,RACLETTE,0.8
4ieD7wwDjCRj7pO,,0
4irxBYO4DNUyDiX,,0
4jLlQkKXhymm4NB,,0
4josAHjAOwbbVf7,,0
4kFvHAvrbfdlLPt,,0
4kOGnC6FSH7Lrrn,,0
4ktplPMsFsjHvfJ,,0
4lPu5oBeaf5PfCA,EPOISSES,0.47619047619047616
4lUm6DYarlPUqde,,0
4lu16Dds3LfximE,,0
4mFWXVDjDycE31L,TÊTE DE MOINES,0.48
4msu7pOl5syN8KO,,0
4nHlpo346lpDebU,MAROILLES,0.5
4o4neuGkqKeFwFa,GRUYÈRE,0.7058823529411765
4oLpoxUW4FYp55k,CAMEMBERT,1.0
4oPpGxs9y4YrtuN,,0
4pdFHeGynqMO5p1,,0
4q1SbknGxJuBDML,,0
4qpcfIBfYXaMG8g,MOZZARELLA,1.0
4uo0zJuUkMHz4IC,,0
4vExlYsUvFteiSI,,0
4vcppcCKt6hrYU5,TOMME DE VACHE,0.6451612903225806
4wu1cGBwGU2Y7Vh,,0
4xlnNlHiE9Up7I3,,0
4zlGCDGyS81nghB,,0
50KEdKRUbwCii7o,STILTON,0.5714285714285714
50UAmG5ZbtvBFGR,NEUFCHATEL,0.9
50kwMacHt6X3cnF,,0
50vcLY3HDjO9KMs,MAROILLES,0.6153846153846154
51VfZGigCiNGC0k,,0
51un5Thqzw6dgtN,,0
520NYOr0vU0NUDb,,0
52Tr6qnpAF7cv9C,,0
52VXA9Oup80qEj9,,0
52nXm7Gjugx8CkQ,,0
54oBlJNbzeIceXv,,0
56uNyrNFfJ9QQC2,CHEDDAR,0.42857142857142855
58lmr7QjeX9A2uN,,0
58oT4FMgqOIoNSx,GRUYÈRE,0.7058823529411765
58xMuBvmmMof9xY,,0
598R4Fo4haehrko,MORBIER,1.0
59utDHLwHzgwdFj,CABECOU,0.47619047619047616
5ADgsYZKEHQfRSO,,0
5BqQsJAL4mwtMVa,,0
5CCGBtHLqSyUOcV,,0
5CynfbugoERaSZ9,,0
5DZvHJPwYsCvghl,,0
5EciHnPRiueWOkN,EMMENTAL,1.0
5H5l2UbLuZFXvqF,BRIE DE MELUN,0.41379310344827586
5H99SHrBzGpmw7a,,0
5IjQ2GDAGYmCpFL,,0
5IskvN30IbOIJTI,,0
5IzRT2hO6V6ei5v,OSSAU- IRATY,0.9565217391304348
5JHB6iFQworlLr2,,0
5JVYjr8BCXLo6Fm,,0
5JZeLWtQWQFrHEn,,0
5JoWcdgvpFodgmG,FROMAGE FRAIS,0.5
5K0aP3ZU70ra6Ji,,0
5KmjppXa4ynkAuQ,,0
5LIKmn9ePBN7zrF,,0
5Laq5i4JwfSuonw,,0
5M5Sl6yWcNXbYfg,COMTÉ,0.8
5M9hcPkr9zSOdeX,,0
5MS5rUnuvuptqsU,,0
5MqzlavK0WH99sI,,0
5NJzL5KjbVpdzIB,,0
5OL4tX9X4t3REF4,,0
5OeSWOquNSAux7x,RACLETTE,0.5333333333333333
5P2gc9kevqivynM,,0
5PHxhmU7mazJSjb,,0
5PRbJrCFw5Ami7f,,0
5Ph7BR4FuZR1wlR,,0
5PsXdHdNym9q9qr,,0
5TZ23vkQemSGqNe,MONT D’OR,0.8421052631578947
5TnnUeGyuMYFxWh,FROMAGE FRAIS,0.6666666666666666
5UNlOmXBSuKqMXD,,0
5VgxPhDfhslLFvJ,CHÈVRE,0.8333333333333334
5VtrKx4Rme81oJj,,0
5VxZNtIWbtLEWuf,,0
5W4ajCHrl7AkktW,,0
5W7Drt6RBioDZrG,EPOISSES,1.0
5WvTK2mv4aThY9i,,0
5XCfsbn4bD9u8qj,,0
5XvThpK5VNsCurh,MIMOLETTE,0.6666666666666666
5Xy1dDEMWSRmVOj,,0
5ZFkmVTy4Xm8eyX,,0
5ZeG7mbrItvBC2N,STILTON,0.5
5ZycXrX7gbmK2YL,,0
5aPLVDy0aGY0ntG,FROMAGE FRAIS,0.6666666666666666
5bA0KqAiB7r9GOJ,CABECOU,0.7
5bbpxoyJh5xm5aw,PARMESAN,0.6666666666666666
5bxPYt9KRqsda2B,PARMESAN,0.625
5d5aiNidL5bpzm5,BEAUFORT,1.0
5dpCil31NK7nWt9,REBLOCHON,0.6428571428571429
5eK4dVjr74osnVq,,0
5eVIt8n8SimK4r6,NEUFCHATEL,0.5555555555555556
5fSOTUYw9e3hZC3,,0
5ggWpwzXUplnMYC,STILTON,0.4
5gnqgT8AWr4wrpA,,0
5gtHnnyxk891LvG,,0
5hGwXfZiG6r0dV1,MUNSTER,0.4444444444444444
5hRMLn3rpwiChR1,,0
5iXWYdfvAHltjFz,STILTON,0.8333333333333334
5it61T7UI9iVzoT,,0
5jRT5C3DzsPn4Jx,,0
5jgXPxFOTDR76iW,STILTON,1.0
5juZqfGvhU3Brai,PARMESAN,1.0
5kVwl0QhQSUJrml,,0
5kng27qu6zCCLap,BRIE DE MELUN,0.34782608695652173
5lDK27IH3lwXKO7,CHÈVRE,0.8333333333333334
5lInc2YSKPZKcoA,FOURME D’AMBERT,0.45161290322580644
5lNIR9DLaKlry7I,,0
5lWE9angYffSeqN,CHEDDAR,0.47619047619047616
5mbxqn4x5ASDlqU,FROMAGE FRAIS,0.7
5o25LMo2Wkse8th,,0
5oEzDeQU0QCgaPy,,0
5oJMfolidCCYP02,ROQUEFORT,1.0
